timestamp,ip,protocol,port,hostname,tag,asn,geo,region,city,naics,sic,mdns_name,mdns_ipv4,mdns_ipv6,services,workstation_name,workstation_ipv4,workstation_ipv6,workstation_info,http_name,http_ipv4,http_ipv6,http_ptr,http_info,http_target,http_port
3/24/2018 8:06,203.162.76.205,udp,5353,ci76-205.netnam.vn,mdns,45899,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; ,Centos7-01.local.,203.162.76.205,fe80:0:0:0:20c:29ff:fea2:c3cf,Centos7-01 [00:0c:29:a2:c3:cf]._workstation._tcp.local.,,,,,,,
3/24/2018 8:07,115.78.10.115,udp,5353,,mdns,7552,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,,,,_workstation._tcp.local.; _edcp._udp.local.; _afpovertcp._tcp.local.; _smb._tcp.local.; _nfs._tcp.local.; _ftp._tcp.local.; ,HMD-NAS.local.,192.168.1.250,,HMD-NAS [00:10:75:4d:d3:fd]._workstation._tcp.local.,,,,,,,
3/24/2018 8:07,210.211.99.176,udp,5353,,mdns,38731,VN,DA NANG,DA NANG,0,0,,,,_workstation._tcp.local.; _ssh._tcp.local.; ,linux.local.,210.211.99.176,fe80:0:0:0:3640:b5ff:fe89:c645,linux [34:40:b5:89:c6:45]._workstation._tcp.local.,,,,,,,
3/24/2018 8:07,1.55.69.134,udp,5353,,mdns,18403,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; _webdavs._tcp.local.; _webdav._tcp.local.; _adisk._tcp.local.; _smb._tcp.local.; _http._tcp.local.; _ftp._tcp.local.; _afpovertcp._tcp.local.; _device-info._tcp.local.; ,DucData.local.,192.168.31.100,fe80:0:0:0:21e:67ff:fe9d:c83d,DucData [00:1e:67:9d:c8:3d]._workstation._tcp.local.,,,,,,,
3/24/2018 8:07,61.28.226.186,udp,5353,,mdns,38244,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; ,eagledns-01.local.,172.16.41.61,fe80:0:0:0:f816:3eff:fefa:b7,eagledns-01 [fa:16:3e:fa:00:b7]._workstation._tcp.local.,,,,,,,
3/24/2018 8:07,103.27.236.141,udp,5353,,mdns,131386,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; ,linux.local.,103.27.236.141,fe80:0:0:0:250:56ff:fe0a:253,linux [00:50:56:0a:02:53]._workstation._tcp.local.,,,,,,,
3/24/2018 8:07,103.7.40.248,udp,5353,mx40248.superdata.vn,mdns,45544,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; ,mx40248.local.,103.7.40.248,,mx40248 [00:50:56:b8:4c:64]._workstation._tcp.local.,,,,,,,
3/24/2018 8:07,171.244.22.36,udp,5353,mail.scvivocity.com.vn,mdns,38731,VN,NGHE AN,VINH,0,0,,,,_workstation._tcp.local.; ,mail-2.local.,171.244.22.36,fe80:0:0:0:250:56ff:fead:63cc,mail-2 [00:50:56:ad:63:cc]._workstation._tcp.local.,,,,,,,
3/24/2018 8:07,118.69.173.237,udp,5353,smtp03.itvina.us,mdns,18403,VN,HA NOI,HANOI,518111,737401,,,,_workstation._tcp.local.; _ssh._tcp.local.; ,mail.local.,118.69.173.237,fe80:0:0:0:250:56ff:feb4:15e1,mail [00:50:56:b4:15:e1]._workstation._tcp.local.,,,,,,,
3/24/2018 8:08,210.211.96.162,udp,5353,,mdns,38731,VN,DA NANG,DA NANG,0,0,,,,_workstation._tcp.local.; _ssh._tcp.local.; ,linux-6.local.,210.211.96.162,fe80:0:0:0:20c:29ff:fecf:435f,linux-6 [00:0c:29:cf:43:5f]._workstation._tcp.local.,,,,,,,
3/24/2018 8:08,221.133.0.17,udp,5353,,mdns,7602,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,,,,_workstation._tcp.local.; _sftp-ssh._tcp.local.; ,localhost.local.,221.133.0.17,,localhost [00:30:48:2c:75:8b]._workstation._tcp.local.,,,,,,,
3/24/2018 8:08,61.28.226.183,udp,5353,,mdns,38244,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; ,JVN-06.local.,172.16.3.62,fe80:0:0:0:f816:3eff:fefe:5809,JVN-06 [fa:16:3e:fe:58:09]._workstation._tcp.local.,,,,,,,
3/24/2018 8:08,103.249.100.45,udp,5353,100-45.static.v1server.com,mdns,45538,VN,DONG NAI,BIEN HOA,0,0,,,,_workstation._tcp.local.; ,mail.local.,103.249.100.45,fe80:0:0:0:225:b3ff:feab:c9c8,mail [00:25:b3:ab:c9:c8]._workstation._tcp.local.,,,,,,,
3/24/2018 8:08,125.212.228.101,udp,5353,,mdns,7552,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; ,linux.local.,125.212.228.101,fe80:0:0:0:a7e5:ab6d:f4b5:5200,linux [00:50:56:82:0e:e0]._workstation._tcp.local.,,,,,,,
3/24/2018 8:08,118.70.65.8,udp,5353,,mdns,18403,VN,HA NOI,HANOI,518111,737401,,,,_workstation._tcp.local.; _ssh._tcp.local.; ,,,,,,,,,,,
3/24/2018 8:09,123.30.134.135,udp,5353,static.vnpt.vn,mdns,7643,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,,,,_workstation._tcp.local.; ,stream95.local.,123.30.134.135 123.30.134.220 123.30.134.108 123.30.134.83,fe80:0:0:0:eef4:bbff:fec2:7390,stream95 [ec:f4:bb:c2:73:90]._workstation._tcp.local.,,,,,,,
3/24/2018 8:09,112.213.87.172,udp,5353,,mdns,45544,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,,,,_workstation._tcp.local.; ,vps87172.local.,112.213.87.172,,vps87172 [00:50:56:b8:0c:0b]._workstation._tcp.local.,,,,,,,
3/24/2018 8:09,113.160.247.2,udp,5353,static.vnpt.vn,mdns,45899,VN,DA NANG,DA NANG,0,0,,,,_smb._tcp.local.; _ftp._tcp.local.; _http._tcp.local.; _afpovertcp._tcp.local.; _device-info._tcp.local.; ,,,,,,,,,,,
3/24/2018 8:09,171.244.30.124,udp,5353,,mdns,38731,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,,,,_workstation._tcp.local.; _ssh._tcp.local.; _sftp-ssh._tcp.local.; ,beaglebone-3.local.,171.244.30.124,,beaglebone-3 [7c:38:66:42:b3:77]._workstation._tcp.local.,,,,,,,
3/24/2018 8:09,103.7.41.4,udp,5353,mx4104.superdata.vn,mdns,45544,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; ,,,,,,,,,,,
3/24/2018 8:09,42.114.1.172,udp,5353,,mdns,18403,VN,HA NOI,HANOI,0,0,,,,_ssh._tcp.local.; ,,,,,,,,,,,
3/24/2018 8:09,123.30.235.114,udp,5353,vdc235-114.vmms.vn,mdns,45899,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; ,vdc235-114.local.,123.30.235.114,,vdc235-114 [00:0c:29:7e:95:86]._workstation._tcp.local.,,,,,,,
3/24/2018 8:09,123.26.140.95,udp,5353,localhost,mdns,45899,VN,HAI PHONG,HAI PHONG,0,0,,,,_spotify-connect._tcp.local.; ,,,,,,,,,,,
3/24/2018 8:09,125.212.227.22,udp,5353,,mdns,7552,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; ,vt1-lb2-waka-7.local.,125.212.227.22 125.212.227.11,fe80:0:0:0:d6ae:52ff:fec3:a693,vt1-lb2-waka-7 [d4:ae:52:c3:a6:93]._workstation._tcp.local.,,,,,,,
3/24/2018 8:10,171.244.44.35,udp,5353,,mdns,38731,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; _ssh._tcp.local.; _sftp-ssh._tcp.local.; ,TAO-4.local.,171.244.44.35,,TAO-4 [e8:eb:11:90:bd:cd]._workstation._tcp.local.,,,,,,,
3/24/2018 8:10,113.160.202.10,udp,5353,static.vnpt.vn,mdns,45899,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; _ssh._tcp.local.; ,linux.local.,192.168.1.187,fe80:0:0:0:215:5dff:fe01:ba00,linux [00:15:5d:01:ba:00]._workstation._tcp.local.,,,,,,,
3/24/2018 8:11,202.151.160.57,udp,5353,ci160-57.netnam.vn,mdns,24173,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; ,essyslog1.local.,202.151.160.57,,essyslog1 [82:a4:92:7e:8a:f0]._workstation._tcp.local.,,,,,,,
3/24/2018 8:11,221.132.37.42,udp,5353,,mdns,45899,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; _udisks-ssh._tcp.local.; ,newway.local.,221.132.37.42,fe80:0:0:0:225:90ff:fe9b:872e,newway [00:25:90:9b:87:2e]._workstation._tcp.local.,,,,,,,
3/24/2018 8:11,118.70.81.17,udp,5353,,mdns,18403,VN,HA NOI,HANOI,518111,737401,,,,_workstation._tcp.local.; _ssh._tcp.local.; ,linux-2.local.,192.168.10.9,fe80:0:0:0:20c:29ff:fe37:e9a3,linux-2 [00:0c:29:37:e9:a3]._workstation._tcp.local.,,,,,,,
3/24/2018 8:11,203.162.171.135,udp,5353,static.vnpt.vn,mdns,45899,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; ,movie15.local.,203.162.171.135,,movie15 [00:25:90:d3:d8:73]._workstation._tcp.local.,,,,,,,
3/24/2018 8:11,115.78.7.56,udp,5353,,mdns,7552,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,,,,_workstation._tcp.local.; _udisks-ssh._tcp.local.; ,masterpi.local.,192.168.1.105,fe80:0:0:0:8a3b:2775:8542:974b,masterpi [b8:27:eb:d8:06:a9]._workstation._tcp.local.,,,,,,,
3/24/2018 8:12,119.18.186.98,udp,5353,,mdns,38726,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; _sftp-ssh._tcp.local.; ,NagiosHN.local.,119.18.186.98,,NagiosHN [00:e0:4c:4d:17:41]._workstation._tcp.local.,,,,,,,
3/24/2018 8:12,103.9.159.48,udp,5353,,mdns,63730,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,,,,_workstation._tcp.local.; ,web79.local.,103.9.159.48 103.9.159.49 103.9.159.81 103.9.159.56,fe80:0:0:0:ae16:2dff:feba:7e08,web79 [ac:16:2d:ba:7e:08]._workstation._tcp.local.,,,,,,,
3/24/2018 8:12,103.48.194.136,udp,5353,,mdns,131423,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,,,,_workstation._tcp.local.; ,linux.local.,103.48.194.136,,linux [00:50:56:0a:02:d3]._workstation._tcp.local.,,,,,,,
3/24/2018 8:12,115.84.183.121,udp,5353,,mdns,38731,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; ,ns121.local.,115.84.183.121,,ns121 [00:0c:29:de:cb:f5]._workstation._tcp.local.,,,,,,,
3/24/2018 8:12,167.114.127.11,udp,5353,canada-ssd-antiddos.hostss.com,mdns,16276,VN,HOA BINH,HOA BINH,518210,737401,,,,_workstation._tcp.local.; ,vpn-cc-ca-01.local.,167.114.127.11,fe80:0:0:0:0:ff:fed4:e1b2,vpn-cc-ca-01 [02:00:00:d4:e1:b2]._workstation._tcp.local.,,,,,,,
3/24/2018 8:13,202.151.160.62,udp,5353,ci160-62.netnam.vn,mdns,24173,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; _udisks-ssh._tcp.local.; ,iam.local.,202.151.160.62,fe80:0:0:0:d6be:d9ff:fec0:a84b,iam [d4:be:d9:c0:a8:4b]._workstation._tcp.local.,,,,,,,
3/24/2018 8:13,118.70.128.4,udp,5353,,mdns,18403,VN,HA NOI,HANOI,518111,737401,,,,_workstation._tcp.local.; _afpovertcp._tcp.local.; _device-info._tcp.local.; ,DiskStation.local.,192.168.1.5,fe80:0:0:0:4687:fcff:fefb:da0e,DiskStation [44:87:fc:fb:da:0e]._workstation._tcp.local.,,,,,,,
3/24/2018 8:13,125.212.250.172,udp,5353,,mdns,38731,VN,DONG NAI,BIEN HOA,0,0,,,,_workstation._tcp.local.; ,linux.local.,125.212.250.172,fe80:0:0:0:ca0d:597e:40fb:c620,linux [1c:c1:de:f1:25:c7]._workstation._tcp.local.,,,,,,,
3/24/2018 8:13,123.30.134.144,udp,5353,static.vnpt.vn,mdns,7643,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,,,,_workstation._tcp.local.; ,nixCDN03.local.,123.30.134.144 123.30.134.143 123.30.134.142 123.30.134.141,fe80:0:0:0:eef4:bbff:fec2:7970,nixCDN03 [ec:f4:bb:c2:79:70]._workstation._tcp.local.,,,,,,,
3/24/2018 8:13,123.30.149.85,udp,5353,static.vnpt.vn,mdns,45899,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; ,centos7.local.,123.30.149.85,fe80:0:0:0:250:56ff:fe91:d2c9,centos7 [00:50:56:91:d2:c9]._workstation._tcp.local.,,,,,,,
3/24/2018 8:13,123.30.180.180,udp,5353,static.vnpt.vn,mdns,45899,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; ,SV-1OFFICE.local.,123.30.180.180,fe80:0:0:0:215:5dff:fef2:4708,SV-1OFFICE [00:15:5d:f2:47:08]._workstation._tcp.local.,,,,,,,
3/24/2018 8:13,125.253.119.199,udp,5353,mx119199.digipower.com.vn,mdns,45538,VN,BA RIA-VUNG TAU,VUNG TAU,0,0,,,,_workstation._tcp.local.; ,mx119199.local.,125.253.119.199,,mx119199 [00:1c:42:8b:16:b9]._workstation._tcp.local.,,,,,,,
3/24/2018 8:13,125.212.193.100,udp,5353,,mdns,7552,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,,,,_workstation._tcp.local.; _http._tcp.local.; _smb._tcp.local.; _qmobile._tcp.local.; _qdiscover._tcp.local.; ,NAS1A40BF.local.,125.212.193.100,,NAS1A40BF [24:5e:be:1a:40:bf]._workstation._tcp.local.,,,,,,,
3/24/2018 8:14,210.245.89.44,udp,5353,,mdns,18403,VN,HA NOI,HANOI,518111,737401,,,,_workstation._tcp.local.; ,web.local.,210.245.89.44,fe80:0:0:0:e61f:13ff:fe6c:7b98,web [e4:1f:13:6c:7b:98]._workstation._tcp.local.,,,,,,,
3/24/2018 8:14,123.30.238.82,udp,5353,static.vnpt.vn,mdns,45899,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; ,static-3.local.,123.30.238.82,,static-3 [00:0c:29:ab:48:9c]._workstation._tcp.local.,,,,,,,
3/24/2018 8:14,123.30.135.77,udp,5353,static.vnpt.vn,mdns,7643,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,,,,_workstation._tcp.local.; ,WTVNZOOMDOWNLOAD.local.,123.30.135.77 123.30.135.73,fe80:0:0:0:d6ae:52ff:fe7c:970b,WTVNZOOMDOWNLOAD [66:0d:a6:81:33:d0]._workstation._tcp.local.,,,,,,,
3/24/2018 8:14,125.234.103.17,udp,5353,125.234.103.17.hcm.viettel.vn,mdns,7552,VN,HA NOI,HANOI,0,0,,,,_udisks-ssh._tcp.local.; ,,,,,,,,,,,
3/24/2018 8:14,171.244.40.42,udp,5353,,mdns,38731,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; ,scis-1.local.,171.244.40.42,fe80:0:0:0:f816:3eff:fee5:a90c,scis-1 [fa:16:3e:e5:a9:0c]._workstation._tcp.local.,,,,,,,
3/24/2018 8:14,118.68.218.96,udp,5353,,mdns,18403,VN,HA NOI,HANOI,518111,737401,,,,_workstation._tcp.local.; _ssh._tcp.local.; ,convert-1.local.,118.68.218.96,fe80:0:0:0:3640:b5ff:fe80:5808,convert-1 [34:40:b5:80:58:08]._workstation._tcp.local.,,,,,,,
3/24/2018 8:14,210.245.80.201,udp,5353,,mdns,18403,VN,HA NOI,HANOI,518111,737401,,,,_workstation._tcp.local.; _sftp-ssh._tcp.local.; ,vps20.local.,210.245.80.201,,vps20 [96:70:42:2a:9b:35]._workstation._tcp.local.,,,,,,,
3/24/2018 8:14,103.28.38.105,udp,5353,,mdns,131353,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; ,MLXEN105.local.,103.28.38.105,,MLXEN105 [00:00:00:00:00:00]._workstation._tcp.local.,,,,,,,
3/24/2018 8:15,125.212.248.173,udp,5353,,mdns,38731,VN,DONG NAI,BIEN HOA,0,0,,,,_workstation._tcp.local.; _ssh._tcp.local.; ,linux.local.,125.212.248.173,fe80:0:0:0:250:56ff:fe03:1c87,linux [00:50:56:03:1c:87]._workstation._tcp.local.,,,,,,,
3/24/2018 8:15,103.82.197.11,udp,5353,,mdns,135908,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; ,freepbx.local.,103.82.197.11,fe80:0:0:0:250:56ff:fe8c:4df9,freepbx [00:50:56:8c:4d:f9]._workstation._tcp.local.,,,,,,,
3/24/2018 8:15,1.55.101.118,udp,5353,,mdns,18403,VN,HA NOI,HANOI,0,0,,,,_smb._tcp.local.; _http._tcp.local.; _afpovertcp._tcp.local.; _device-info._tcp.local.; ,,,,,,,,,,,
3/24/2018 8:15,123.16.177.147,udp,5353,static.vnpt.vn,mdns,45899,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; _http._tcp.local.; _smb._tcp.local.; _nut._tcp.local.; _ftp._tcp.local.; ,LS520DE43e.local.,192.168.1.220,fe80:0:0:0:7603:bdff:fe05:143e,LS520DE43e [74:03:bd:05:14:3e]._workstation._tcp.local.,,,,,,,
3/24/2018 8:15,45.118.151.121,udp,5353,hosted-by.vonline.vn,mdns,131367,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,,,,_device-info._tcp.local.; _ftp._tcp.local.; _http._tcp.local.; _smb._tcp.local.; ,,,,,,,,,,,
3/24/2018 8:16,123.31.17.59,udp,5353,localhost,mdns,45899,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; ,Resource.local.,123.31.17.59,fe80:0:0:0:250:56ff:fe8c:3ab0,Resource [00:50:56:8c:3a:b0]._workstation._tcp.local.,,,,,,,
3/24/2018 8:17,125.212.202.111,udp,5353,,mdns,7552,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; _udisks-ssh._tcp.local.; ,phattire.local.,125.212.202.111,fe80:0:0:0:250:56ff:fe01:1baf,phattire [00:50:56:01:1b:af]._workstation._tcp.local.,,,,,,,
3/24/2018 8:17,202.143.111.102,udp,5353,ip.tgs.com.vn,mdns,56158,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; ,linux.local.,202.143.111.102,fe80:0:0:0:250:56ff:fea1:1090,linux [00:50:56:a1:10:90]._workstation._tcp.local.,,,,,,,
3/24/2018 8:17,123.20.180.166,udp,5353,,mdns,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,,,,_workstation._tcp.local.; _sftp._tcp.local.; _ftp._tcp.local.; _http._tcp.local.; _afpovertcp._tcp.local.; _device-info._tcp.local.; _smb._tcp.local.; ,DiskStation.local.,192.168.64.61,fe80:0:0:0:211:32ff:fe15:c4c2,DiskStation [00:11:32:15:c4:c2]._workstation._tcp.local.,,,,,,,
3/24/2018 8:17,118.69.205.220,udp,5353,mail.aaaa.vn,mdns,18403,VN,HA NOI,HANOI,518111,737401,,,,_workstation._tcp.local.; ,server.local.,118.69.205.220 118.69.205.219 118.69.205.208 118.69.205.207 118.69.205.201,,server [00:1e:67:24:de:a4]._workstation._tcp.local.,,,,,,,
3/24/2018 8:17,112.213.84.174,udp,5353,mx84174.superdata.vn,mdns,45544,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,,,,_workstation._tcp.local.; _sftp-ssh._tcp.local.; ,Dedi84174.local.,112.213.84.174,,Dedi84174 [00:21:9b:5d:25:e2]._workstation._tcp.local.,,,,,,,
3/24/2018 8:18,118.69.72.73,udp,5353,medicare.com.vn,mdns,18403,VN,HA NOI,HANOI,518111,737401,,,,_workstation._tcp.local.; _ssh._tcp.local.; ,pbx.local.,192.168.3.12,fe80:0:0:0:20c:29ff:fec9:686a,pbx [00:0c:29:c9:68:6a]._workstation._tcp.local.,,,,,,,
3/24/2018 8:18,123.31.19.57,udp,5353,localhost,mdns,45899,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; ,admin.local.,123.31.19.57,,admin [00:21:5e:57:4a:ec]._workstation._tcp.local.,,,,,,,
3/24/2018 8:18,171.251.69.234,udp,5353,,mdns,7552,VN,HA NOI,HANOI,0,0,,,,_teamviewer._tcp.local.; ,,,,,,,,,,,
3/24/2018 8:18,103.249.100.12,udp,5353,,mdns,45538,VN,DONG NAI,BIEN HOA,0,0,,,,_workstation._tcp.local.; ,500AE.local.,103.249.100.12,fe80:0:0:0:20c:29ff:fe8d:cca,500AE [00:0c:29:8d:0c:ca]._workstation._tcp.local.,,,,,,,
3/24/2018 8:18,112.137.131.3,udp,5353,,mdns,45542,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; _ssh._tcp.local.; ,metalib.local.,112.137.131.3,fe80:0:0:0:a94:efff:fe03:af78,metalib [08:94:ef:03:af:78]._workstation._tcp.local.,,,,,,,
3/24/2018 8:18,1.53.198.5,udp,5353,,mdns,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,,,,_spotify-connect._tcp.local.; ,,,,,,,,,,,
3/24/2018 8:18,1.55.155.37,udp,5353,,mdns,18403,VN,HA NOI,HANOI,0,0,,,,_ssh._tcp.local.; ,,,,,,,,,,,
3/24/2018 8:19,171.244.44.24,udp,5353,,mdns,38731,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; _ssh._tcp.local.; _sftp-ssh._tcp.local.; ,antMiner-9.local.,171.244.44.24,,antMiner-9 [90:70:65:3e:85:58]._workstation._tcp.local.,,,,,,,
3/24/2018 8:19,125.212.227.45,udp,5353,,mdns,7552,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; _ssh._tcp.local.; ,linux-2.local.,125.212.227.45,fe80:0:0:0:20c:29ff:fe87:4b21,linux-2 [00:0c:29:87:4b:21]._workstation._tcp.local.,,,,,,,
3/24/2018 8:19,171.244.29.251,udp,5353,,mdns,38731,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,,,,_workstation._tcp.local.; _ssh._tcp.local.; _sftp-ssh._tcp.local.; ,antMiner.local.,171.244.29.251,,antMiner [90:70:65:34:70:b7]._workstation._tcp.local.,,,,,,,
3/24/2018 8:19,27.118.31.14,udp,5353,,mdns,55313,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; _ssh._tcp.local.; _sftp-ssh._tcp.local.; ,antMiner.local.,27.118.31.14,,antMiner [c4:f3:12:cf:d2:8d]._workstation._tcp.local.,,,,,,,
3/24/2018 8:19,118.69.187.119,udp,5353,,mdns,18403,VN,DA NANG,DA NANG,518111,737401,,,,_workstation._tcp.local.; _ssh._tcp.local.; ,linux-2.local.,10.10.100.22,fe80:0:0:0:feaa:14ff:fecf:afad,linux-2 [fc:aa:14:cf:af:ad]._workstation._tcp.local.,,,,,,,
3/24/2018 8:19,210.245.92.172,udp,5353,,mdns,18403,VN,HA NOI,HANOI,518111,737401,,,,_workstation._tcp.local.; ,debian.local.,210.245.92.172,fe80:0:0:0:250:56ff:feb4:4f72,debian [00:50:56:b4:4f:72]._workstation._tcp.local.,,,,,,,
3/24/2018 8:19,203.162.120.68,udp,5353,,mdns,45899,VN,HA NOI,HANOI,0,0,,,,_workstation._tcp.local.; ,movie27.local.,203.162.120.68 203.162.120.70,,movie27 [00:25:90:7f:01:15]._workstation._tcp.local.,,,,,,,
3/24/2018 8:19,210.245.83.76,udp,5353,,mdns,18403,VN,HA NOI,HANOI,518111,737401,,,,_workstation._tcp.local.; ,web33.local.,210.245.83.76,,web33 [10:78:d2:d7:4a:03]._workstation._tcp.local.,,,,,,,
